Updated 3/22/2024,,,,,,,,
,"This information is being made available to facilitate the sharing of the quality, improved data that the Center for Responsive Politics works hard to provide.   Should you find this information useful, please consider supporting the work of the Center with a donation:  http://opensecrets.org/donate/  Whether you use this information to provide relevant links to our web site, www.OpenSecrets.org , or to use CRP's APIs, available at www.OpenSecrets.org/resources/create/apis.php , please make sure to credit the Center for Responsive Politics and/or OpenSecrets.org.  And remember, Federal law prohibits the use of contributor information for the purpose of soliciting contributions or for any commercial purpose.",,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,CID,CRPName,Party,DistIDRunFor,FECCandID,,,
,N00050161,"DeJesus-Coniglio, Pura",R,NY14,H2NY14151,,,
,N00050828,"DeJoie, Steven",D,IL01,H2IL01422,,,
,N00049435,"Del Castello, Eve",R,CA11,H2CA12224,,,
,N00040388,"Delaney, Dan",L,NJ08,H2NJ08281,,,
,N00051548,"Delaney, Michael L",I,OKS1,S2OK00335,,,
,N00000615,"DeLauro, Rosa",D,CT03,H0CT03072,,,
,N00030693,"DelBene, Suzan",D,WA01,H0WA08046,,,
,N00040741,"Delgado, Antonio",D,NY19,H8NY19181,,,
,N00044718,"Delices, Patrick",R,NY15,H2NY16065,,,
,N00040342,"Delk, David",3,OR03,H6OR03163,,,
,N00041388,"Della Pia, Max",D,NY23,H2NY23186,,,
,N00049428,"Delle, Peter",D,CA03,H2CA03132,,,
,N00048759,"Dellicker, Kevin",R,PA07,H2PA07096,,,
,N00049160,"Deluzio, Christopher",D,PA17,H2PA17103,,,
,N00049419,"DeLuzio, Mark",R,AZ02,H2AZ02402,,,
,N00050709,"DeMarco, Samuel III",R,PA17,H2PA17178,,,
,N00048598,"DeMille, Thomas",3,UT02,H2UT02449,,,
,N00033449,"Demings, Val",D,FLS2,S2FL00631,,,
,N00050329,"Dempsey, Brad",R,CO07,H2CO07212,,,
,N00050332,"DeNardis, Lesley",R,CT03,H2CT03110,,,
,N00031180,"Dennis, John",R,CA11,H2CA12174,,,
,N00051723,"Dennison, Henry Clay",3,WAS2,S2WA00569,,,
,N00048238,"Dennison, Jeremy",R,MO08,H2MO08083,,,
,N00049078,"Deno, Al",R,FL11,H2FL11141,,,
,N00049117,"Denotter, Matthew",R,MI11,H2MI11232,,,
,N00050131,"Dent, Marques",D,MD02,H2MD02327,,,
,N00047921,"DePaolis, Gio",I,CA28,H2CA27222,,,
,N00044919,"DePasquale, Eugene",D,PA10,H0PA10110,,,
,N00049387,"Depuy, Kevin",R,FLS2,S2FL00706,,,
,N00051107,"Derby, David",R,OK02,H2OK02323,,,
,N00049138,"Desantis, Mario",D,NJ01,H2NJ01120,,,
,N00030709,"Desaulnier, Mark",D,CA10,H0CA10073,,,
,N00030957,"Desjarlais, Scott",R,TN04,H0TN04195,,,
,N00049248,"Destin, Joseph J",I,NVS2,S2NV00340,,,
,N00048692,"Desvignes, Elfreda",D,GA07,H2GA06149,,,
,N00045608,"Detmer, Mike",R,MI08,H0MI08133,,,
,N00031317,"Deutch, Ted",D,FL22,H0FL19080,,,
,N00050968,"Devaughan, Taysha Lee",D,VA09,H2VA09085,,,
,N00048821,"Devine, Timothy Michael",I,FLS2,S2FL00664,,,
,N00051281,"Devoe, Rick",D,MN01,H2MN01322,,,
,N00029857,"DeVore, Bob",R,KY03,H2KY03180,,,
,N00050309,"Dewell, Ben",D,CA20,H2CA20144,,,
,N00050371,"Dhahir, Adnan",D,IN08,H2IN08177,,,
,N00049865,"Diacogiannis, Jeremiah",R,TX37,H2TX37074,,,
,N00048499,"Diamond, Ben",D,FL13,H2FL13220,,,
,N00052093,"Diamondstone Kohout, Natasha",3,VTS2,S2VT00383,,,
,N00050720,"Diaz, Lizbeth",R,TX30,H2TX30269,,,
,N00025337,"Diaz-Balart, Mario",R,FL26,H2FL25018,,,
,N00044463,"Dickinson, Jerry",D,PA12,H2PA18192,,,
,N00036012,"Dickinson, Mike",R,VA04,H2VA04128,,,
,N00011035,"Dickinson, Spencer",D,RI02,H2RI02069,,,
,N00048276,"Diemer, Matthew",D,OH07,H2OH16044,,,
,N00048970,"DiLizia, Anthony",D,CT02,H2CT02179,,,
,N00043545,"Dillon, Patrick",I,WA08,H8WA08262,,,
,N00032152,"Dine, Jonathan",L,MOS1,S0MO00340,,,
,N00036149,"Dingell, Debbie",D,MI06,H4MI12079,,,
,N00050170,"DiPaola, John",R,OR05,H2OR05217,,,
,N00026555,"DiSanto, Delina",D,AZ01,H8AZ04165,,,
,N00049839,"Dixon, Arthur",D,TX30,H2TX30160,,,
,N00049164,"Dixon, Gregg",D,SC06,H2SC06134,,,
,N00051485,"Dixon, Nate",3,SCS1,S2SC00186,,,
,N00051721,"Doan, Dan Phan",I,WAS2,S2WA00544,,,
,N00050340,"Dodge, Danelle",D,FL08,H2FL08121,,,
,N00006023,"Doggett, Lloyd",D,TX37,H4TX10028,,,
,N00049253,"Dolan, Matt",R,OHS2,S2OH00477,,,
,N00034016,"Donalds, Byron",R,FL19,H2FL14186,,,
,N00049270,"Dong, Yuhong",I,NCS2,S6NC00332,,,
,N00049410,"Donnell, Dexter",R,AL05,H2AL05193,,,
,N00047930,"Donovan, Kerry",D,CO03,H2CO03211,,,
,N00050210,"Donovan, Michelle",R,MI09,H4MI09109,,,
,N00050252,"Dooley, Patrick",D,NY10,H2NY10167,,,
,N00048193,"Dorilas, Rod",R,FL22,H2FL21090,,,
,N00050148,"Dorlon, Kevin",R,NJ07,H2NJ07226,,,
,N00045999,"Dorris, Dale",D,IN09,H0IN09161,,,
,N00048287,"Doss, Nathaniel III",D,TN03,H2TN03201,,,
,N00050044,"Doty, Justin",R,WIS2,S2WI00490,,,
,N00050156,"Doucette, Michael",D,NV02,H2NV02528,,,
,N00049259,"Dougherty, Kael",D,PAS1,S2PA00588,,,
,N00050330,"Douglas, Steve",D,CO08,H2CO08137,,,
,N00048174,"Dowell, Jeremy",D,CO05,H2CO05158,,,
,N00049545,"Dowell, Pat",D,IL01,H2IL01281,,,
,N00048188,"Dowling, Elvin",D,FL20,H2FL20142,,,
,N00043497,"Dowling, Sandra",R,AZ09,H2AZ09225,,,
,N00050935,"Doyle, Michael",R,PA12,H2PA12070,,,
,N00051898,"Drake, Darian",L,ID01,H2ID01200,,,
,N00048398,"Driggers, Calvin",R,FLS2,S2FL00557,,,
,N00050602,"Driscoll, Shastity",D,GA13,H2GA13129,,,
,N00051932,"Druzba, Matt",I,VT01,H2VT00169,,,
,N00050562,"Duarte, John",R,CA13,H2CA13131,,,
,N00050529,"Dubiel, Matt",R,ILS2,S2IL00259,,,
,N00048503,"DuBose, Bobby",D,FL20,H2FL20209,,,
,N00048440,"Duch, Billy",R,PAS1,S2PA00414,,,
,N00027860,"Duckworth, Tammy",D,ILS2,S6IL00292,,,
,N00049774,"Dudley, Brown",R,TN09,H2TN09216,,,
,N00041309,"Duenas, Angelica",D,CA29,H8CA29100,,,
,N00050567,"Duffy, Jennifer",D,CA31,H2CA31174,,,
,N00048677,"Duke, Brady",R,FL07,H2FL07164,,,
,N00052094,"Duke, Stephen",I,VTS2,S2VT00391,,,
,N00030752,"Duncan, Jeff",R,SC03,H0SC03077,,,
,N00036826,"Duncan, Vince",I,TX18,H4TX18112,,,
,N00047872,"Dunn, Aubrey",I,NM01,H2NM01151,,,
,N00049221,"Dunn, Mike",R,ALS2,S2AL00178,,,
,N00037442,"Dunn, Neal",R,FL02,H6FL02208,,,
,N00049906,"Dunn, Reagan",R,WA08,H2WA08208,,,
,N00048284,"Dunn, Tom",R,SC07,H2SC07215,,,
,N00050713,"Dunn, Victor",D,TX01,H2TX01161,,,
,N00051405,"DuPree, Johnny",D,MS04,H2MS04332,,,
,N00051806,"Duprel, Collin",L,SD01,H2SD00142,,,
,N00049974,"Dupriest, Karla",R,ALS2,S2AL00228,,,
,N00049972,"Durant, Michael",R,ALS2,S2AL00202,,,
,N00051640,"Durrwachter, Dylan",D,MO03,H2MO03191,,,
,N00050783,"Dutchess, Lady Donna",I,AK01,H2AK01182,,,
,N00049913,"Dwyer, Angela",D,WV02,H2WV02175,,,
,N00050666,"Earhart, Eric",R,NC03,H2NC03160,,,
,N00048200,"Earls, Harold",R,GA06,H2GA06123,,,
,N00051115,"Easley, Cassie",3,UT02,H2UT02506,,,
,N00049399,"Eastman, Majorie",R,NCS2,S2NC00588,,,
,N00048754,"Easton, Kevin",D,OR06,H2OR05191,,,
,N00050182,"Eckert, Kevin",D,SC05,H2SC05094,,,
,N00048298,"Eddings, Daryl",D,TX06,H2TX06285,,,
,N00048562,"Edmonds, Ruth",R,OH15,H2OH15160,,,
,N00050816,"Edmonson, Audrey",D,FL24,H2FL24060,,,
,N00048114,"Edwards, Ava",D,NCS2,S2NC00372,,,
,N00048840,"Edwards, Becky",R,UTS2,S2UT00336,,,
,N00049670,"Edwards, Chuck",R,NC11,H2NC14050,,,
,N00028249,"Edwards, Donna",D,MD04,H6MD04183,,,
,N00051371,"Edwards, Ted",R,FL07,H2FL07297,,,
,N00048040,"Egan, Mike",R,TX06,H2TX06228,,,
,N00032484,"Egriu, Emin Eddie",D,NY26,H0NY26068,,,
,N00049332,"Ehasz, Ashley",D,PA01,H2PA01099,,,
,N00041323,"Ehr, Phil",D,FL01,H8FL01107,,,
,N00050051,"Ehrle, Doug",R,AL05,H2AL05201,,,
,N00050028,"Eichenberg, John",R,PAS1,S2PA00646,,,
,N00045754,"Eisen, Josh",R,NYS2,S2NY00416,,,
,N00049836,"Ejigu, Lulite",R,TX29,H2TX29121,,,
,N00051242,"Ekpete, Uloma",I,FLS2,S2FL00714,,,
,N00047863,"Eldon, Tony",D,FL14,H2FL14236,,,
,N00045976,"Elgin, TJ",R,CT04,H0CT04203,,,
,N00051590,"Eli El, Elihu",D,MD07,H2MD07102,,,
,N00050521,"Elist, Jon",R,CAS1,S2CA01250,,,
,N00049061,"Elizabeth, Anne",R,CA49,H2CA49259,,,
,N00051342,"Elizondo, Darian",R,CA02,H2CA02266,,,
,N00039919,"Elizondo, Pamela",3,CAS1,S6CA00956,,,
,N00051401,"Eller, Ron",R,MS02,H2MS02187,,,
,N00048113,"Ellerby, Carlton",R,NCS2,S2NC00364,,,
,N00050396,"Elliott, Steven",R,MI12,H2MI13311,,,
,N00044927,"Ellis, Alan",D,TX21,H0TX21130,,,
,N00052095,"Ellis, Dawn",I,VTS2,S2VT00409,,,
,N00049298,"Ellis, Grant Smith",D,MA09,H2MA09247,,,
,N00048588,"Ellis, Jameson",R,TX02,H2TX08158,,,
,N00049188,"Ellis, Theresa",R,VA10,H2VA10190,,,
,N00036527,"Ellison, Allen",D,FL23,H2FL23278,,,
,N00031513,"Ellmers, Renee",R,NC13,H2NC04218,,,
,N00042243,"Ellzey, Jake",R,TX06,H8TX06266,,,
,N00046563,"Else, David",D,NE03,H0NE03217,,,
,N00048721,"Emery, Edgar",R,MO04,H2MO04132,,,
,N00035440,"Emmer, Tom",R,MN06,H4MN06087,,,
,N00050790,"Engdahl, Andrew",D,CA04,H2CA04155,,,
,N00048151,"Engel, Kirsten",D,AZ06,H2AZ02311,,,
,N00048314,"Engquist, Ted",R,VA03,H2VA02056,,,
,N00030100,"Ennis, Craig",R,VA07,H8VA01220,,,
,N00042480,"Enoch, Vanessa",D,OH08,H8OH08097,,,
,N00050450,"Entin, Alex",R,PA01,H2PA01149,,,
,N00048661,"Epperson, Dalila",R,CA19,H2CA20136,,,
,N00051356,"Erbst, Bob",R,CA35,H2CA35167,,,
,N00049873,"Ericksen, Alena",R,UT01,H2UT01250,,,
,N00047798,"Erickson, Lily",D,MN03,H2MN03096,,,
,N00028333,"Erickson, Mike",R,OR06,H2OR06124,,,
,N00027434,"Ericson, Cris",I,VTS2,S2VT00326,,,
,N00047768,"Eriksen, Roy",L,TX08,H0TX10240,,,
,N00050071,"Ernst, Roland",D,CA47,H2CA47212,,,
,N00041702,"Escobar, Veronica",D,TX16,H8TX16109,,,
,N00052089,"Esh, Matthew",I,OHS2,S2OH00568,,,
,N00007335,"Eshoo, Anna",D,CA16,H8CA12098,,,
,N00034549,"Espaillat, Adriano",D,NY13,H2NY13096,,,
,N00029719,"Esrati, David",D,OH10,H8OH03098,,,
,N00045731,"Esshaki, Eric",R,MI10,H0MI11129,,,
,N00040712,"Estes, Ron",R,KS04,H8KS04112,,,
,N00007307,"Estrada, John Anthony",R,CA05,H2CA05103,,,
,N00049573,"Etter, Scott",D,KY06,H2KY06191,,,
,N00050651,"Ettinger, Jeff",D,MN01,H2MN01249,,,
,N00049174,"Etwop, Martin",R,TX02,H2TX08232,,,
,N00047999,"Euvin, Sherry",D,NJ06,H2NJ06202,,,
,N00048533,"Evans, Charles",D,NC07,H2NC08227,,,
,N00038450,"Evans, Dwight",D,PA03,H6PA02171,,,
,N00048867,"Evans, Jake",R,GA06,H2GA06164,,,
,N00045702,"Evans, Jerry",R,IL11,H2IL11173,,,
,N00045698,"Evans, Joe",L,ID01,H2ID01176,,,
,N00048462,"Evans, Shannon",R,AK01,H2AK01067,,,
,N00051582,"Evans-Frantz, Isaac",D,VTS2,S2VT00334,,,
,N00039112,"Eze, Nnabu",R,MDS2,S8MD00351,,,
,N00048240,"Ezell, Mike",R,MS04,H2MS04258,,,
,N00043984,"Fabricant, Danny",R,CAS1,S0CA00504,,,
,N00048872,"Faheem, Mohammed",I,IL08,H2IL08153,,,
,N00049519,"Fain, Shelley",I,FL20,H2FL20324,,,
,N00051651,"Fairlcoth, Clay",D,TN06,H2TN06170,,,
,N00050431,"Fajans-Turner, Vanessa",D,NY22,H2NY22196,,,
,N00051504,"Falakos, James",R,IL04,H2IL04160,,,
,N00051746,"Falciglia, Charles",R,NY17,H2NY17188,,,
,N00047264,"Fallon, Patrick",R,TX04,H0TX04219,,,
,N00049713,"Fallon-Underwood, Jack",D,NY20,H2NY20133,,,
,N00043322,"Fandl, Jeff",D,FL23,H8FL22087,,,
,N00048758,"Fanelli, Steve",R,PA06,H2PA06163,,,
,N00051053,"Fantin, Richard",D,IN01,H2IN01230,,,
,N00050341,"Farber, Sam",R,FL09,H2FL09269,,,
,N00049077,"Farley, Steve",R,FL11,H2FL11133,,,
,N00049002,"Farrell, Bridie",D,NY21,H2NY21156,,,
,N00044015,"Farris, Jaden Thomas",D,MDS2,S2MD00511,,,
,N00051068,"Faulkner, Mark Eugene",R,MO01,H2MO01237,,,
,N00050685,"Faulkner, William",R,NY17,H2NY16099,,,
,N00047934,"Faust, Kyle",D,CO07,H2CO07154,,,
,N00050069,"Fedalizo, Baltazar",R,CA37,H2CA37320,,,
,N00044011,"Feenstra, Randy",R,IA04,H0IA04145,,,
,N00050271,"Feher, Brent",R,KY02,H2KY02166,,,
,N00045030,"Feig, Anthony",D,MI04,H0MI04108,,,
,N00050326,"Feigenbaum, Matthew",I,CO05,H2CO05232,,,
,N00047942,"Feit, Keith",R,FL21,H2FL21074,,,
,N00051194,"Felder, Michael",D,NC10,H2NC10132,,,
,N00044853,"Felix, Anthony Jr",D,CA42,H0CA40120,,,
,N00049434,"Feng, Karena",D,CA09,H2CA10236,,,
,N00051254,"Fenton, Bruce",R,NHS1,S2NH00280,,,
,N00039090,"Ferguson, Drew",R,GA03,H6GA03113,,,
,N00049741,"Fermo, Paul",D,PA01,H2PA01107,,,
,N00048007,"Fernandez, Francisco",D,NM01,H2NM01227,,,
,N00051174,"Fernandez, Tatiana",D,FL07,H2FL07289,,,
,N00044559,"Fernandez, Teresa Leger",D,NM03,H0NM03102,,,
,N00050414,"Fernandez, Veronica",I,NJ07,H2NJ07267,,,
,N00050673,"Ferrara, Nicholas",R,NJ03,H2NJ03290,,,
,N00051594,"Ferrigno, Trevor",3,NJ05,H2NJ05345,,,
,N00038201,"Fetterman, John",D,PAS1,S6PA00274,,,
,N00048051,"Fewings, Danielle",D,TX35,H2TX35110,,,
,N00049700,"Figliola, Anthony",R,NY01,H2NY01174,,,
,N00051119,"Fikre, Teddy",I,VA08,H2VA08186,,,
,N00040888,"Finkenauer, Abby",D,IAS1,S2IA00164,,,
,N00050649,"Finstad, Brad",R,MN01,H2MN01223,,,
,N00045251,"Fischbach, Michelle",R,MN07,H0MN07091,,,
,N00051034,"Fischer, Jason",R,FL04,H2FL04187,,,
,N00051080,"Fisher, Tara",L,NJ06,H2NJ06236,,,
,N00048740,"Fitzgerald, Mike",D,NY12,H2NY12213,,,
,N00045434,"Fitzgerald, Scott",R,WI05,H0WI05113,,,
,N00038779,"Fitzpatrick, Brian",R,PA01,H6PA08277,,,
,N00048563,"Fix, Jeffrey M",R,OH15,H2OH15178,,,
,N00051252,"Flaherty, David",R,NCS2,S2NC00752,,,
,N00051889,"Flanagan, Brian",L,CO05,H2CO05265,,,
,N00043415,"Flanagan, Tricia",R,NJ03,H2NJ03233,,,
,N00048021,"Flannery, Bryan",D,OH11,H2OH11201,,,
,N00030815,"Fleischmann, Chuck",R,TN03,H0TN03254,,,
,N00046027,"Fleming, Bridget",D,NY01,H0NY01202,,,
,N00043657,"Fleming, Natalie",R,IDS2,S0ID00172,,,
,N00051257,"Fleming, Robert M",R,ORS2,S2OR00226,,,
,N00051075,"Fletcher, Isaiah",L,NJ01,H2NJ01161,,,
,N00041194,"Fletcher, Lizzie",D,TX07,H8TX07140,,,
,N00051102,"Fletcher, Michael",D,OH12,H2OH12142,,,
,N00031656,"Flinn, George",I,TN09,H0TN08287,,,
,N00051801,"Flisser, Miriam",R,NY16,H2NY16115,,,
,N00050145,"Flood, Mike",R,NE01,H2NE01118,,,
,N00049386,"Flora, Deborah",R,COS1,S2CO00258,,,
,N00050150,"Flora, John",R,NJ07,H2NJ07242,,,
,N00051361,"Flores, Julio Cesar",3,CA42,H2CA42254,,,
,N00048049,"Flores, Mayra",R,TX34,H2TX34113,,,
,N00049055,"Flores-Gibson, Martha",R,CA21,H2CA21217,,,
,N00051317,"Florschutz, Otto",R,AK01,H2AK00283,,,
,N00048093,"Flory, Jenn",R,ALS2,S2AL00129,,,
,N00050132,"Flowers, Berney",R,MD02,H2MD02335,,,
,N00046233,"Flowers, Brian",R,MS02,H0MS02082,,,
,N00047948,"Flowers, Marcus",D,GA14,H2GA14044,,,
,N00050171,"Flynn, Carrick",D,OR06,H2OR06090,,,
,N00048976,"Flynn, Jim P",I,FL20,H2FL20282,,,
,N00044996,"Flynn, John",R,CTS2,S2CT00264,,,
,N00049496,"Flyunt, Mikhail Peter",R,DC00,H2DC01037,,,
,N00039116,"Fogg, Matthew",D,MD04,H6MD05222,,,
,N00051058,"Foldi, Matt",R,MD06,H2MD06328,,,
,N00043117,"Forbes, Stephen",D,CA17,H8CA17105,,,
,N00048774,"Ford, Jerry",R,TX38,H2TX08166,,,
,N00050347,"Ford, Mike",D,GA09,H2GA09234,,,
,N00050096,"Fore, Jessica",D,GA10,H2GA10273,,,
,N00050097,"Fort, Vincent",D,GA13,H2GA13103,,,
,N00049710,"Forte, Tina",R,NY14,H2NY14128,,,
,N00026631,"Fortenberry, Jeff",R,NE01,H4NE01064,,,
,N00050526,"Foster, Andrew",R,IAS1,S2IA00180,,,
,N00029139,"Foster, Bill",D,IL11,H8IL14067,,,
,N00049975,"Foster, Jack",D,ARS2,S2AR00123,,,
,N00051329,"Foster, Laurel",3,AK01,H2AK00408,,,
,N00045538,"Foster, Russell",D,TX04,H0TX04151,,,
,N00049424,"Foster, William",I,AZ06,H2AZ06296,,,
,N00049652,"Foushee, Valerie",D,NC04,H2NC06114,,,
,N00049345,"Fowler, Steven",R,TX28,H2TX28099,,,
,N00027736,"Fox, Al",D,FLS2,S2FL00680,,,
,N00050276,"Fox, Joy",D,RI02,H2RI02176,,,
,N00050306,"Fox, Richard",R,CA16,H2CA16167,,,
,N00049759,"Fox, Stephanie",D,PA12,H2PA18226,,,
,N00047636,"Fox-Spencer, Belinda",I,WV01,H0WV03193,,,
,N00026166,"Foxx, Virginia",R,NC05,H4NC05146,,,
,N00049823,"Fragnoli, Kathy",D,TX24,H2TX24163,,,
,N00047936,"France, Mike",R,CT02,H2CT02161,,,
,N00051562,"Francis, Quanda",D,NY10,H2NY10332,,,
,N00048135,"Frank, Aaron",I,WIS2,S2WI00318,,,
,N00002893,"Frankel, Lois",D,FL22,H2FL14053,,,
,N00045355,"Franken, Mike",D,IAS1,S2IA00172,,,
,N00050311,"Frankenfield, Jeff",I,CA24,H2CA24211,,,
,N00046760,"Franklin, Scott",R,FL18,H0FL15104,,,
,N00048507,"Franzese, Dan",R,FL22,H2FL21108,,,
,N00049714,"Fratto, Mario",R,NY24,H2NY23152,,,
,N00043119,"Fredrich, John Karl",I,CA16,H8CA18095,,,
,N00049238,"Fredrick, Val",R,KYS2,S2KY00129,,,
,N00050441,"Fredrickson, Matthew",R,OH14,H2OH14114,,,
,N00048727,"Fredsell, Erik",R,NC04,H2NC04127,,,
,N00049418,"Free, Lucretia",R,AZ06,H2AZ02394,,,
,N00048659,"Fremgen, Jimmy",D,CA07,H2CA06317,,,
,N00049352,"French, Leslie",R,WA03,H2WA03183,,,
,N00048593,"French, Michael Alexander Mr.",R,TX21,H2TX21136,,,
,N00006375,"Friedbaum, Jeremy",R,UTS2,S0UT00215,,,
,N00050273,"Friend, Brian",R,NC03,H2NC03129,,,
,N00051155,"Friend, Lorie",R,MDS2,S2MD00602,,,
,N00048152,"Friese, Randy",D,AZ02,H2AZ02329,,,
,N00050325,"Frisch, Adam",D,CO03,H2CO03351,,,
,N00049691,"Friscia, Larry",R,NJ11,H2NJ11210,,,
,N00050921,"Frix, Avery",R,OK02,H2OK02257,,,
,N00051903,"Froedge, Maxwell",I,KY06,H2KY06225,,,
,N00051518,"Frosch, David",I,OK05,H2OK05227,,,
,N00049075,"Frost, Maxwell",D,FL10,H2FL10259,,,
,N00049165,"Fry, Russell",R,SC07,H2SC07280,,,
,N00046392,"Fugate, Demetrius",R,FL22,H2FL22213,,,
,N00041335,"Fulcher, Russ",R,ID01,H8ID01124,,,
,N00049780,"Fulford, Robin",D,TX02,H2TX02383,,,
,N00049912,"Fuller, Scott Allen",R,WV01,H2WV01136,,,
,N00050729,"Fullmer, Julie",R,UT01,H2UT01292,,,
,N00050462,"Fung, Allan",R,RI02,H2RI02226,,,
,N00050185,"Furrh, Samuel James",3,TN09,H2TN09224,,,
,N00050583,"Furze, Marcus",D,CT05,H2CT05248,,,
,N00051585,"Fusha, Liri",D,MD02,H2MD02384,,,
,N00048517,"Fyfe, Matt",D,IN09,H2IN09191,,,
,N00048408,"Gabehart, Jason",I,INS2,S2IN00158,,,
,N00049179,"Gacis, Cherif",D,TX21,H2TX21169,,,
,N00049731,"Gaddis, Charlie",R,OH07,H2OH13249,,,
,N00047905,"Gaddis, Joshua",R,AL04,H2AL04071,,,
,N00051310,"Gaddy, Susan",R,NCS2,S2NC00778,,,
,N00039503,"Gaetz, Matt",R,FL01,H6FL01119,,,
,N00048416,"Gaghan, James",R,NCS2,S2NC00380,,,
,N00049632,"Gailliard, James",D,NC02,H2NC02246,,,
,N00039579,"Gaither, Larry",3,SC05,H6SC05145,,,
,N00051202,"Galdo, Damon",R,NJ01,H2NJ01187,,,
,N00051791,"Gale, Andrew",L,MI01,H2MI01159,,,
,N00048129,"Gale, Sean",R,PAS1,S2PA00372,,,
,N00039330,"Gallagher, Mike",R,WI08,H6WI08155,,,
,N00051215,"Gallant, Katherine",R,OR02,H2OR02180,,,
,N00048057,"Gallardo, Stephanie",D,WA09,H2WA09115,,,
,N00036097,"Gallego, Ruben",D,AZ03,H4AZ07043,,,
,N00049792,"Gallegos, Salvador",R,TX08,H2TX08281,,,
,N00051077,"Gallo, Michael",L,NJ02,H2NJ02243,,,
,N00049825,"Gallo, Vincent",R,TX26,H2TX26192,,,
,N00048571,"Galluch, David",R,PA05,H2PA05074,,,
,N00044355,"Gamba, Mark",D,OR05,H0OR05096,,,
,N00050771,"Gandley, Dean",R,NY01,H0NY01244,,,
,N00049651,"Ganorkar, Mahesh",R,NC02,H2NC06106,,,
,N00051306,"Gant, Richard ""Nap""",I,ARS2,S2AR00156,,,
,N00048636,"Gao, Ruth",D,KYS2,S2KY00111,,,
,N00030856,"Garamendi, John",D,CA08,H0CA10149,,,
,N00043922,"Garapati, Abhiram",R,TX31,H0TX31030,,,
,N00046030,"Garbarino, Andrew",R,NY02,H0NY02234,,,
,N00045745,"Garcia Holmes, Michelle",R,NM01,H0NM01189,,,
,N00049353,"Garcia, Ben",R,WA04,H2WA04181,,,
,N00049835,"Garcia, Cassy",R,TX28,H2TX28149,,,
,N00049465,"Garcia, Cristina",D,CA42,H2CA42213,,,
,N00039922,"Garcia, Eleanor",3,CAS1,S6CA00980,,,
,N00045378,"Garcia, Eric",D,CA21,H0CA22110,,,
,N00051493,"Garcia, Jeannette",R,AZ03,H2AZ03186,,,
,N00042114,"Garcia, Jesus",D,IL04,H8IL04134,,,
,N00050380,"Garcia, Kevin Andres",L,MD08,H2MD08217,,,
,N00044298,"Garcia, Mike",R,CA27,H0CA25105,,,
,N00049470,"Garcia, Robert",D,CA42,H2CA47188,,,
,N00042282,"Garcia, Sylvia",D,TX29,H8TX29052,,,
,N00042255,"Garcia-Ureste, Alia",R,TX23,H8TX16125,,,
,N00051705,"Gardner, C.W.",R,MOS1,S2MO00809,,,
,N00051272,"Garin, Carlos",R,FL28,H2FL28020,,,
,N00051307,"Garner, James",I,ARS2,S2AR00164,,,
,N00051063,"Garrett, Mykale",D,MI12,H2MI12206,,,
,N00050023,"Garrison, Jessica Jean",R,OKS2,S2OK00160,,,
,N00051028,"Garrity, James",I,CA15,H2CA15144,,,
,N00049800,"Garza, Julio",D,TX15,H2TX15161,,,
,N00038833,"Garza, Julio",R,TX29,H6TX29072,,,
,N00042271,"Garza, Mauro",R,TX15,H8TX21331,,,
,N00048928,"Garza, Rochelle",D,TX34,H2TX34162,,,
,N00048535,"Gash, Eric",D,NC14,H2NC11205,,,
,N00050430,"Gashi, Vedat",D,NY16,H2NY16081,,,
,N00051636,"Gaskin, Guy",R,MN05,H2MN05232,,,
,N00048726,"Gaskins, Barbara",D,NC03,H2NC03095,,,
,N00048479,"Gates, Derrick",R,CA36,H2CA33196,,,
,N00050249,"Gatewood, Byron",R,GA06,H2GA06198,,,
,N00049727,"Gavarone, Theresa",R,OH09,H2OH09171,,,
,N00048926,"Gay, Derrik",D,TX24,H2TX24148,,,
,N00050392,"Gay-Dagnogo, Sherry J",D,MI13,H2MI13279,,,
,N00048292,"Gearing, Charles",D,TX05,H2TX05220,,,
,N00049311,"Geels, Courtney",R,NC04,H2NC13185,,,
,N00051031,"Geffeney, Tyler",R,CA52,H2CA52188,,,
,N00049878,"Gehlsen, Jim",D,VA01,H2VA01116,,,
,N00050296,"Geist, Tim",R,CA01,H2CA01250,,,
,N00049080,"Geller, Eddie",D,FL15,H2FL15100,,,
,N00049667,"Genant, Pamela",D,NC10,H2NC13235,,,
,N00028200,"Genovese, Sal",D,CA30,H6CA31126,,,
,N00051918,"Genrich, Lynn",L,NJ12,H2NJ12143,,,
,N00048197,"Gentle, Adam",D,FL25,H2FL25067,,,
,N00049663,"Gentle, Terry",R,NC12,H2NC12252,,,
,N00049092,"George, Yahanseh",R,GA07,H2GA07139,,,
,N00051279,"Geppi, Mike",R,MD02,H2MD02376,,,
,N00050205,"Gerawork, Dereje",D,VA11,H2VA11230,,,
,N00044736,"Gerhardt, Erik",L,PAS1,S2PA00430,,,
,N00049403,"Geter, Angela",D,SCS1,S2SC00111,,,
,N00051387,"Gi, Nicole",D,HI02,H2HI02623,,,
,N00041286,"Gibbons, Mike",R,OHS2,S8OH00086,,,
,N00051318,"Gibbons, Thomas",R,AK01,H2AK00291,,,
